Category,SubCategory,CatID,CatShort,Synonyms,Category_zh,SubCategory_zh,Synonyms_zh,Category_tw,SubCategory_tw,Synonyms_tw
EXPLOSIONS,MISC,EXPLMisc,EXPL,Miscellaneous,爆炸,其它,"爆炸, 引爆",爆炸,其它,"爆炸, 引爆"
EXPLOSIONS,REAL,EXPLReal,EXPL,"Bang, Bangs, Blast, Blasted, Blasting, Blasts, Blazes, Blowup, Bombe, Bombing, Bombproof, Bombshell, Boom, Booms, Burst, Bursts, C4, Combustions, Crack, Detonation, Detonations, Discharges, Dynamite, Eruptions, Explo, Explosive, Fragmentary, Grenade, Ignitions, Implosion, Outbursts, Plastic, Pop, Pyrotechnic",爆炸,真实,"砰,爆炸实录,爆裂, 炸弹",爆炸,真實,"砰,爆炸實錄,爆裂, 炸彈"
FARTS,DESIGNED,FARTDsgn,FART,"Armpit, Balloon, Cushion, Fart, Fartbag, Flarp, Flatulence, Poot, Putty, Raspberry, Razzberry, Sludge, Toot, Whoopie",放屁,声音设计,"呸声,嘘声,软坐垫,襟翼,腋窝,放屁袋,气球",放屁,聲音設計,"呸聲,噓聲,軟坐墊,襟翼,腋窩,放屁袋,氣球"
FARTS,MISC,FARTMisc,FART,"Animal, Breaking, Fart, Farting, Flatulence, Flatus, Gas, Passing, Poot, Toot, Wind",放屁,其它,"动物屁, 动物放屁",放屁,其它,"動物屁, 動物放屁"
FARTS,REAL,FARTReal,FART,"Breaking, Fart, Farting, Flatulence, Flatus, Gas, Human, Passing, Poot, Toot, Wind",放屁,真实,"人类放屁,胀气,扑哧,嘟嘟, 人类屁",放屁,真實,"人類放屁,脹氣,扑哧,嘟嘟, 人類屁"
FIGHT,BODYFALL,FGHTBf,FGHT,"Body, Bodyfall, Collapse, Dive, Drag, Drop, Fall, Falling, Flop, Impact, Nosedive, Plunge, Scuffle, Slam, Slip, Slump, Tackle, Thud, Topple, Tumble",打斗,跌倒,"跌倒,拉扯,混战,身体猛击,擒, 抱",打鬥,跌倒,"跌倒,拉扯,混戰,身體猛擊,擒, 抱"
FIGHT,CLOTH,FGHTClth,FGHT,"Arts, Brawl, Combat, Flutter, Grab, Grapple, Grasp, Hit, Judo, Martial, Movement, Rustle, Scuffling, Tackle, Tug, Tussle, Twist",打斗,衣服,"衣服摩擦,抓,抢,撞击衣物,抖衣料",打鬥,衣服,"衣服摩擦,抓,搶,撞擊衣物,抖衣料"
FIGHT,GRAB,FGHTGrab,FGHT,"Catch, Cling, Clutch, Combat, Embrace, Grapple, Grappling, Grasp, Grip, Hand, Hold, Hook, Hug, Judo, Nab, Pinch, Pluck, Seize, Snag, Snatch, Take, Wrestle",打斗,抓握,"格斗,抢夺,格斗,摔跤,柔道",打鬥,抓握,"格鬥,搶奪,格鬥,摔跤,柔道"
FIGHT,IMPACT,FGHTImpt,FGHT,"Bang, Biff, Blow, Blows, Body, Bouts, Brawl, Brawling, Counterpunch, Elbows, Fisticuffs, Fists, Haymakers, Hit, Hits, Jab, Jabs, Kick, Knock, Knockdown, Knockout, Knockouts, Knocks, Punch, Ram, Roundhouse, Shots, Shove, Slam, Slap, Slaps, Smack, Sock, Strike, Strikes, Takedown, Thwack, TKO, Uppercut, Wallop, Whack",打斗,击打,"拳,踢,身体打击,巴掌,打,斗殴,推,重击,勾拳,刺拳",打鬥,擊打,"拳,踢,身體打擊,巴掌,打,鬥毆,推,重擊,勾拳,刺拳"
FIGHT,MISC,FGHTMisc,FGHT,"Attacking, Battling, Beating, Bout, Brawling, Clash, Combatant, Dispute, Miscellaneous, Quarreling, Sparring",打斗,其它,各种各样的,打鬥,其它,各種各樣的
FIRE,BURNING,FIREBurn,FIRE,"Afire, Aflare, Alight, Arson, Blaze, Blazing, Bonfire, Brush, Burning, Campfire, Char, Combustion, Conflagration, Consume, Consumption, Cremation, Deflagration, Enflame, Fiery, Flames, Flare, Flashpoint, Forest, Hotspot, Incinerate, Incineration, Incinerator, Inferno, Kindle, Kindling, Pyre, Roast, Scorch, Scorching, Sear, Singe, Smoking, Smolder, Smoldering, Structure, Tinder, Wildfire",火,燃烧,"篝火,营火,灌丛火,建筑火灾,烈火,烈焰,燃烧,火种,柴堆",火,燃燒,"篝火,營火,灌叢火,建築火災,烈火,烈焰,燃燒,火種,柴堆"
FIRE,BURST,FIREBrst,FIRE,"Backdraft, Blast, Burst, Bursting, Combustion, Detonate, Discharge, Discharged, Discharging, Dragon, Engulf, Eruption, Exploded, Explosion, Fiery, Fire, Fireball, Flare-Up, Flash, Inflaming, Outburst, Over, Release",火,爆燃,"回燃,火焰喷射器,龙火,吞噬",火,爆燃,"回燃,火焰噴射器,龍火,吞噬"
FIRE,CRACKLE,FIRECrkl,FIRE,"Crack, Crackling, Crackly, Crinkle, Pop, Popping, Snap, Snapping, Snappy, Sparkle, Spit",火,爆裂,"巨大爆炸声,呼噜,啪,火花",火,爆裂,"巨大爆炸聲,呼嚕,啪,火花"
FIRE,GAS,FIREGas,FIRE,"Acetylene, Blowtorch, Bunsen, Burner, Butane, Camping, Cookstove, Crematorium, Diesel, Flamethrower, Fuel, Furnace, Gas, Gasoline, Grill, Kerosene, Kitchen, LP, Methane, Natural, Oilstove, Petrol, Propane, Range, Stove",火,气体,"燃气烤架,燃烧炉,熔炉,野营炉,厨房炉灶,火葬场,燃气灶",火,氣體,"燃氣烤架,燃燒爐,熔爐,野營爐,廚房爐灶,火葬場,燃氣灶"
FIRE,IGNITE,FIREIgn,FIRE,"Ablaze, Aflame, Arouse, Arson, Asbestos, Combust, Combusted, Combustible, Conflagrate, Emblaze, Enflame, Erupt, Fanned, Fanning, Fire, Flame, Flammable, Ignitable, Ignite, Ignited, Igniter, Ignitor, Incite, Inflame, Inflammable, Initiate, Light, Lighter, Match, Reignite, Set, Spark, Stimulate, Trigger, Up, Zippo",火,点火,"火柴,打火机,芝宝牌打火机,燃烧,复燃,着火",火,點火,"火柴,打火機,芝寶牌打火機,燃燒,復燃,著火"
FIRE,MISC,FIREMisc,FIRE,"Cinder, Cinders, Extinguisher, Miscellaneous",火,其它,各种各样的,火,其它,各種各樣的
FIRE,SIZZLE,FIRESizz,FIRE,"Barbecue, Barbeque, Burn, Crackling, Fizzing, Frying, Fuse, Hissing, Pan, Poker, Popping, Searing, Sizzle, Sizzled, Sizzling, Sparkling",火,滋滋声,"保险丝, 保险丝燃烧",火,滋滋聲,"保險絲, 保險絲燃燒"
FIRE,TORCH,FIRETrch,FIRE,"Beacon, Blazing, Brazier, Candlelight, Cresset, Firebrand, Firestick, Flambeau, Flaming, Flare, Flickering, Lamplighter, Sconce, Signal, Smothered, Smothering, Stick, Taper, Torchbearer, Torcher, Torching, Torchlight, Wick",火,火炬,"火光,导火索,火炬,火把,燃烧棍,篝火灯",火,火炬,"火光,導火索,火炬,火把,燃燒棍,篝火燈"
FIRE,TURBULENT,FIRETurb,FIRE,"Backdraft, Blaze, Engulf, Fierce, Fierceness, Firestorm, Flame, Fury, Inferno, Swirl, Thrower, Tornado, Violence, Violent",火,汹涌火势,"火焰漩涡,猛烈的火焰,火焰喷射器,火焰龙卷风,吞噬,回流",火,洶湧火勢,"火焰漩渦,猛烈的火焰,火焰噴射器,火焰龍捲風,吞噬,回流"
FIRE,WHOOSH,FIREWhsh,FIRE,"Backdraft, Blaze, Fireball, Flare, Molotov, Rush, Whooshed, Whooshing",火,呼呼声,"火球,火焰,燃烧弹,旺火,复燃",火,呼呼聲,"火球,火焰,燃燒彈,旺火,復燃"
FIREWORKS,COMMERCIAL,FRWKComr,FRWK,"Aerial, Boom, Display, Firework, Independence, Kaboom, Mortar, Pyrotechnic, Pyrotechnical, Pyrotechnics, Rockets, Salute, Shell, Shells",烟花,商业表演,"迫击炮,烟花,烟火,大爆炸,炮弹,烟花汇演",煙花,商業表演,"迫擊砲,煙花,煙火,大爆炸,砲彈,煙花匯演"
FIREWORKS,MISC,FRWKMisc,FRWK,Miscellaneous,烟花,其它,各种各样的,煙花,其它,各種各樣的
FIREWORKS,RECREATIONAL,FRWKRec,FRWK,"Bang, Blast, Bomb, Boom, Bottle, Candle, Cherry, Crackle, Firecracker, Fizz, Fountain, Jack, Jumping, M80, Pop, Popper, Rocket, Roman, Smoke, Snaps, Sparkler, Whizz",烟花,自娱,"鞭炮,m80,烟火,瓶火箭,烟雾弹,幻影烟花,罗马蜡烛,波普尔,樱桃炸弹",煙花,自娛,"鞭炮,m80,煙火,瓶火箭,煙霧彈,幻影煙花,羅馬蠟燭,波普爾,櫻桃炸彈"
FOLEY,CLOTH,FOLYClth,FOLY,"Cape, Clothing, Dress, Fabric, Flap, Flutter, Jacket, Movement, Pants, Rustle, Shirt, Shorts, Skirt, Textile, Zuzz",拟音,布料/衣服,"沙沙声,运动,嘶嘶声",擬音,布料/衣服,"沙沙聲,運動,嘶嘶聲"
FOLEY,FEET,FOLYFeet,FOLY,"Foot, Footstep, Footsteps, Marching, Running, Scuff, Scuffling, Shoe, Sneaking, Sprinting, Step, Stomping, Surface, Tiptoeing, Trudging, Walking",拟音,脚步,"脚,鞋,脚步,表地面",擬音,腳步,"腳,鞋,腳步,表地面"
FOLEY,HANDS,FOLYHand,FOLY,"Clapping, Flicking, Grab, Grasping, Handle, Pat, Patting, Rubbing, Scratching, Set, Shaking, Slapping, Snapping, Touching",拟音,手,"轻拍,抓住,握,套",擬音,手,"輕拍,抓住,握,套"
FOLEY,MISC,FOLYMisc,FOLY,Miscellaneous,拟音,其它,各种各样的,擬音,其它,各種各樣的
FOLEY,PROP,FOLYProp,FOLY,"Objects, Prop, Props",拟音,道具,道具,擬音,道具,道具
FOOD & DRINK,COOKING,FOODCook,FOOD,"Baked, Baking, Barbecuing, Blending, Boil, Boiled, Boiling, Broiling, Burning, Buttering, Canning, Caramelization, Catering, Chopping, Cookery, Cooking, Cookpot, Cuisine, Culinary, Decorating, Defrosting, Dicing, Fry, Gourmet, Grill, Grilling, Mixing, Pantry, Parboiling, Precooking, Preparation, Prepare, Preparing, Prepping, Recipe, Recipes, Reheating, Roasting, Salting, Sauteing, Saut√?ing, Saut?à???, Seasoning, Sizzle, Slicing, Steam, Steaming, Stew, Stir, Stovetop, Whisking",食物,烹饪,"切碎,切片,切丁,混合,调和,搅拌,炒,煮,烤,蒸,炖,搅拌,炒",食物,烹飪,"切碎,切片,切丁,混合,調和,攪拌,炒,煮,烤,蒸,燉,攪拌,炒"
FOOD & DRINK,DRINKING,FOODDrnk,FOOD,"Alcohol, Ale, Beer, Beverage, Beverages, Booze, Boozing, Brew, Chai, Champagne, Chug, Chugging, Cider, Cocktail, Coffee, Coke, Cola, Consumed, Consuming, Consummation, Consumption, Drink, Drinkable, Drinker, Drinkers, Gatorade, Gin, Glug, Gulp, Gulping, Guzzling, Imbibe, Imbibing, Intoxication, Juice, Kombucha, Lemonade, Liquor, Liquoring, Margarita, Martini, Milk, Rum, Sip, Sipping, Slurp, Slurping, Soda, Swallow, Swallowing, Swig, Swilling, Tea, Tequila, Thirst, Thirsty, Tippling, Vodka, Whiskey, Wine",食物,喝,"啜饮, 小口喝,饮, 啧水,吞咽,喝饮料,痛饮,大口喝",食物,喝,"啜飲, 小口喝,飲, 嘖水,吞嚥,喝飲料,痛飲,大口喝"
FOOD & DRINK,EATING,FOODEat,FOOD,"Appetizer, Bite, Biting, Chew, Chewing, Chomp, Chow, Chowing, Consume, Consuming, Consumption, Crunch, Devouring, Digesting, Dine, Eat, Eaten, Edible, Feast, Feasting, Feed, Feeding, Feeds, Foods, Foodstuffs, Gobbling, Gorging, Gourmet, Grocery, Grub, Gullet, Hungry, Ingest, Ingesting, Ingestion, Lunch, Meal, Meals, Munch, Munching, Nibbling, Noshing, Nourishment, Nutrition, Nutritional, Partaking, Snack, Snacking, Supper, Swallow, Swallowing",食物,吃东西,"吃,嚼,咀嚼,吞下,用力咀嚼,咬,摄取,消耗,盛宴,进食",食物,吃東西,"吃,嚼,咀嚼,吞下,用力咀嚼,咬,攝取,消耗,盛宴,進食"
FOOD & DRINK,GLASSWARE,FOODGware,FOOD,"Beaker, Beakers, Beer, Beverages, Bottle, Bottles, Carafe, Carafes, Champagne, Clink, Cup, Decanters, Flasks, Flute, Glass, Glasswares, Glasswork, Goblet, Goblets, Highball, Jug, Martini, Mug, Mugs, Pyrex, Shot, Stemware, Teacups, Tumbler, Vase, Vases, Wine, Wineglass, Wineglasses",食物,玻璃器皿,"瓶子,玻璃杯,杯子,水壶,玻璃水瓶,罐子",食物,玻璃器皿,"瓶子,玻璃杯,杯子,水壺,玻璃水瓶,罐子"
FOOD & DRINK,INGREDIENTS,FOODIngr,FOOD,"Batter, Beans, Bread, Canned, Cereal, Cheese, Condiments, Contents, Cornstarch, Egg, Eggs, Flour, Food, Fruit, Ghee, Grain, Groceries, Herb, Herbs, Juice, Lard, Lentils, Maize, Meat, Milk, Nuts, Oats, Oleo, Pasta, Pepper, Preserves, Roux, Salt, Seeds, Spices, Suet, Sugar, Treacle, Vanilla, Vegetables, Yeast",食物,食材,"坚果,种子,谷物,蔬菜,水果,罐头食品,谷物,肉类,燕麦,玉米",食物,食材,"堅果,種子,穀物,蔬菜,水果,罐頭食品,穀物,肉類,燕麥,玉米"
FOOD & DRINK,KITCHENWARE,FOODKware,FOOD,"Bakeware, Baking, Board, Bowl, Bread, Can, Chef's, Chopping, Colander, Cookie, Cookware, Corkscrew, Cup, Cutting, Dish, Fork, Frying, Grater, Kitchen, Knife, Knives, Ladle, Measuring, Mixing, Opener, Pan, Pans, Paring, Peeler, Pin, Pot, Pots, Rolling, Saucepan, Saucepans, Scissors, Serving, Shears, Sheet, Slotted, Spatula, Spoon, Spoons, Steamer, Stewpan, Stockpot, Strainer, Teakettle, Tongs, Utensil, Utility, Vegetable, Whisk, Wooden",食物,厨具,"平底锅,锅,炖锅,汤锅,煎锅,平底锅",食物,廚具,"平底鍋,鍋,燉鍋,湯鍋,煎鍋,平底鍋"
FOOD & DRINK,MISC,FOODMisc,FOOD,"Banquet, Diet, Dieting, Epicurean, Fare, Garnish, Meal, Miscellaneous",食物,其它,各种各样的,食物,其它,各種各樣的
FOOD & DRINK,POUR,FOODPour,FOOD,"Alcohol, Ale, Bartender, Beer, Chai, Champagne, Cider, Cocktail, Coffee, Coke, Cola, Flow, Flowing, Gatorade, Gin, Juice, Kombucha, Lemonade, Margarita, Martini, Milk, Pour, Pouring, Rum, Serve, Slosh, Soda, Spill, Tea, Tequila, Vodka, Whiskey, Wine",食物,泼洒,"倾倒,流动,溢出,上菜",食物,潑灑,"傾倒,流動,溢出,上菜"
FOOD & DRINK,TABLEWARE,FOODTware,FOOD,"Bowl, Bowls, Coasters, Cups, Cutlery, Dessert, Dinner, Dinnerware, Dishes, Flatware, Fork, Glasses, Knife, Mats, Napkin, Pepper, Place, Plates, Platter, Platters, Rings, Salad, Salt, Saucer, Saucers, Serving, Shaker, Silverware, Soup, Spoon, Sugar, Tablespoon, Teapots, Teaspoon, Tongs, Tray, Trays, Tureens, Utensils",食物,餐具,"餐具,刀,银器,叉,杯,盘,筷",食物,餐具,"餐具,刀,銀器,叉,杯,盤,筷"
FOOTSTEPS,ANIMAL,FEETAnml,FEET,"Bolt, Buck, Clack, Claws, Clomp, Footfall, Footprints, Hoof, Hooves, Jump, Lope, March, Pace, Patter, Paw, Plod, Prance, Rear, Run, Scuff, Scurry, Scurrying, Shuffle, Skip, Sprint, Stamp, Stampede, Step, Steps, Stomp, Stride, Strut, Stumble, Thud, Tracks, Tramp, Tread, Walk",脚步,动物,"走,跑,冲刺",腳步,動物,"走,跑,衝刺"
FOOTSTEPS,CREATURE,FEETCrea,FEET,"Alien, Beast, Clack, Clomp, Creature, Dinosaur, Dragon, Footfall, March, Monster, Mythical, Pace, Patter, Plod, Scuff, Shuffle, Stamp, Step, Stomp, Stride, Thud, Tramp, Tread",脚步,怪物,"恐龙,生物,野兽,龙,神话",腳步,怪物,"恐龍,生物,野獸,龍,神話"
FOOTSTEPS,HORSE,FEETHors,FEET,"Canter, Cantering, Clack, Clip-Clop, Clomp, Clop, Clopping, Footfall, Gallop, Hoof, Hooves, March, Pace, Patter, Plod, Run, Scuff, Shuffle, Stamp, Step, Stomp, Stride, Thud, Tramp, Tread, Trot, Trots, Trotting, Walk",脚步,马,"步行,小跑,疾驰,蹄,踢,慢跑",腳步,馬,"步行,小跑,疾馳,蹄,踢,慢跑"
FOOTSTEPS,HUMAN,FEETHmn,FEET,"Ambling, Clack, Climb, Clomp, Feet, Foot, Footfall, Footstep, Gallivanting, Hike, Hiking, Hobble, Hobbling, Hop, Jog, Jump, Limp, Limping, March, Marching, Meandering, Moseying, Pace, Pacing, Pad., Patter, Perambulating, Plod, Plodding, Promenading, Rambling, Roaming, Run, Running, Sashaying, Saunter, Sauntering, Schlepping, Scuff, Scuffling, Shambles, Shuffle, Shuffling, Skip, Sprint, Stamp, Step, Stepping, Stomp, Stomping, Stride, Striding, Stroll, Strolling, Swaggering, Thud, Tip-Toe, Tiptoe, Traipsing, Tramp, Tramping, Tread, Treading, Trekking, Trudging, Walk, Walking, Wandering",脚步,人类,"走,跑,脚,慢跑,冲刺,跳跃,跳过,蹒跚,远足,大步,脚步,脚,步,爬",腳步,人類,"走,跑,腳,慢跑,衝刺,跳躍,跳過,蹣跚,遠足,大步,腳步,腳,步,爬"
FOOTSTEPS,MISC,FEETMisc,FEET,"Clack, Clomp, Footfall, March, Miscellaneous, Pace, Patter, Plod, Scuff, Shuffle, Stamp, Step, Stomp, Stride, Thud, Tramp, Tread",脚步,其它,各种各样的,腳步,其它,各種各樣的
GAMES,ARCADE,GAMEArcd,GAME,"Air, Claw, Coin-Op, Crane, Dance, Foosball, Gallery, Game, Games, Hockey, Machine, Pacman, Pinball, Retro, Revolution, Shooting, Skee-Ball, Skeeball, Video, Whack-A-Mole",游戏,街机游戏,"弹球, 打地鼠, 斯基球街机游戏, 爪机",遊戲,街機遊戲,"彈球, 打地鼠, 斯基球街機遊戲, 爪機"
GAMES,BOARD,GAMEBoard,GAME,"Backgammon, Bingo, Boardgame, Checkerboard, Checkers, Chess, Chessboard, Clue, Cribbage, Dominoes, Game, Gameboard, Go, Mahjong, Mancala, Monopoly, Pieces, Risk, Roleplaying, Scrabble, Uno",游戏,桌游,"国际象棋,跳棋,围棋,西洋双陆棋",遊戲,桌遊,"國際象棋,跳棋,圍棋,西洋雙陸棋"
GAMES,CASINO,GAMECas,GAME,"Baccarat, Betting, Blackjack, Cards, Craps, Dice, Keno, Machine, Machines, Money, Poker, Roulette, Shuffling, Slot, Video, Wheel",游戏,赌场,"轮盘赌,老虎机,骰子,钱轮,基诺,扑克机",遊戲,賭場,"輪盤賭,老虎機,骰子,錢輪,基諾,撲克機"
GAMES,MISC,GAMEMisc,GAME,"a, Bag, Ball, Balloon, Basketball, Bean, Bottle, Bowl, Bowler, Break, Can, Clown, Coin, Crazy, Dart, Darts, Duck, Fish, Frog, Game, Goblet, High, Hoop, Knock-Down, Knockdown, Lucky, Milk, Miscellaneous, Number, Plate, Plinko, Pond, Prize, Ring, Roller, Roulette, Shoot, Shooting, Skee-Ball, Star, Strength, Striker, Test, the, Throw., Toss, Up, Water, Whack-a-Mole, Wheel, Wiffle, Your",游戏,其它,"扑克, 卡片, jenga, 骰子, knucklebone",遊戲,其它,"撲克, 卡片, jenga, 骰子, knucklebone"
GAMES,VIDEO,GAMEVideo,GAME,"360, 64, Atari, Console, Fortnite, Gameboy, Halo, Megadrive, Minecraft, Nintendo, One, Pacman, Playstation, Pong, PS4, PS5, PSP, Sega, SNES, Xbox, Zelda",游戏,单机,"atari, ps4, xbox 1, xbox 360, amstrad, famicom, snes, gameboy, 任天堂64, playstation, 世嘉游戏机, psp",遊戲,單機,"atari, ps4, xbox 1, xbox 360, amstrad, famicom, snes, gameboy, 任天堂64, playstation, 世嘉遊戲機, psp"
GEOTHERMAL,FUMAROLE,GEOFuma,GEO,"Fissure, Fumarole, Fumarolic, Gaseous, Geothermal, Hydrothermal, Solfatara, Steam, Steam Vent, Stufa, Sulfur, Sulphur, Thermal, Vent, Venthole, Vents, Volcanic, Yellowstone",地热,热浆,"蒸汽喷口, 地热, 喷气孔",地熱,熱漿,"蒸汽噴口, 地熱, 噴氣孔"
GEOTHERMAL,GEYSER,GEOGeyser,GEO,"Basin, Blowhole, Boil, Boiling, Bubble, Bubbler, Erupt, Erupting, Eruption, Faithful, Geiser, Geothermal, Geothermic, Geyser, Geysir, Old, Scalding, Spout, Spouter, Spray, Strokkur, Thermal, Yellowstone",地热,间歇泉,"喷,泡,煮",地熱,間歇泉,"噴,泡,煮"
GEOTHERMAL,LAVA,GEOLava,GEO,"Basaltic, Basalts, Calderas, Cindery, Crackle, Craters, Fireballs, Flare, Flow, Igneous, Kilauea, Lava, Lave, Magma, Magmas, Magmatic, Molten, Pumices, Pyroclastic, Pyroclasts, Viscous, Volcan, Volcanically, Volcaniclastic, Volcanics, Volcano, Volcanoes, Volcanos, Vulcanian, Vulcanic, Vulcanism, Yellowstone",地热,岩浆,"熔岩,流动,裂纹,粘稠,燃烧,隆隆声,火山",地熱,岩漿,"熔岩,流動,裂紋,粘稠,燃燒,隆隆聲,火山"
GEOTHERMAL,MISC,GEOMisc,GEO,"Bubbling, Geotherm, Geothermic, Hot, Hydroelectric, Hydroelectricity, Hydrogeologic, Hydrogeological, Hydrogeology, Hydronic, Hydropower, Hydrovolcanic, Hypothermal, Pool, Spring, Thermal, Thermic, Thermodynamic, Thermoelectric, Thermogenetic, Thermogenic, Thermogenous, Thermogeological, Thermological, Thermosyphon, Thermosyphons, Thermotic, Volcanogenic, Volcanological, Yellowstone",地热,其它,冒泡,地熱,其它,冒泡
GEOTHERMAL,MUD POTS,GEOMudpot,GEO,"Bubble, Bubbling, Glop, Gurgling, Mud, Paint, Pit, Pot, Tar, Yellowstone",地热,泥浆,"泥罐,油漆罐,焦油坑,泥,泡沫, 气泡,糊状",地熱,泥漿,"泥罐,油漆罐,焦油坑,泥,泡沫, 氣泡,糊狀"
GLASS,BREAK,GLASBrk,GLAS,"Break, Bulletproof, Burst, Chip, Crack, Crush, Demolish, Destroy, Fracture, Fragment, Frosted, Glass, Laminated, Safety, Shatter, Smash, Snap, Splinter, Split, Stained, Tempered, Tinted, Window",玻璃,打破,"玻璃破碎,压碎,粉碎",玻璃,打破,"玻璃破碎,壓碎,粉碎"
GLASS,CRASH & DEBRIS,GLASCrsh,GLAS,"Broken, Bulletproof, Crash, Debris, Fragment, Fragments, Frosted, Laminated, Pieces, Remains, Rubble, Safety, Shard, Shards, Shattered, Splinters, Stained, Tempered, Tinted, Window",玻璃,碎片,"碎片,碎裂,残骸",玻璃,碎片,"碎片,碎裂,殘骸"
GLASS,FRICTION,GLASFric,GLAS,"Abrasion, Bulletproof, Creak, Frosted, Grinding, Laminated, Rasping, Rubbing, Safety, Scrape, Scraping, Scratching, Screech, Screeching, Scuffing, Sliding, Squeak, Squeaking, Stained, Stress, Tempered, Tinted, Window",玻璃,挤压,"挤碎,刮擦,嘎吱声, 尖锐",玻璃,擠壓,"擠碎,刮擦,嘎吱聲, 尖銳"
GLASS,HANDLE,GLASHndl,GLAS,"Bulletproof, Catch, Clasp, Clench, Clutch, Down, Embrace, Frosted, Grab, Grapple, Grasp, Grip, Handle, Hold, Laminated, Operate, Pickup, Pull, Safety, Seize, Set, Stained, Take, Tempered, Throw, Tinted, Toss, Use, Window",玻璃,抓取,"触碰,抓握,放置,拾取,放下,投掷,接住",玻璃,抓取,"觸碰,抓握,放置,拾取,放下,投擲,接住"
GLASS,IMPACT,GLASImpt,GLAS,"Bang, Banging, Blow, Bulletproof, Clink, Collide, Colliding, Drop, Frosted, Hit, Hitting, Impact, Impacting, Jolt, Knock, Laminated, Pound, Ram, Safety, Slam, Slamming, Smack, Smacking, Stained, Strike, Striking, Tempered, Thud, Tinted, Window",玻璃,打击,"撞击,掉落,冲撞,碰击",玻璃,打擊,"撞擊,掉落,衝撞,碰擊"
GLASS,MISC,GLASMisc,GLAS,"Bulletproof, Frosted, Laminated, Miscellaneous, Safety, Stained, Tempered, Tinted, Window",玻璃,其它,各种各样的,玻璃,其它,各種各樣的
GLASS,MOVEMENT,GLASMvmt,GLAS,"Bulletproof, Chattering, Clanking, Clatter, Frosted, Jangle, Jiggling, Laminated, Ping, Rattle, Rattling, Roll, Rolled, Rolling, Safety, Shaking, Shifting, Sliding, Stained, Swaying, Swinging, Tempered, Tinted, Vibrating, Window",玻璃,移动,"嘎嘎声,滚动声,砰砰声,咔嗒声",玻璃,移動,"嘎嘎聲,滾動聲,砰砰聲,咔嗒聲"
GLASS,TONAL,GLASTonl,GLAS,"Blow, Bottle, Bowed, Bowl, Bulletproof, Crystal, Frequency, Frosted, Glass, Harmonic, Harmonica, Harmonics, Laminated, Melodic, Melodious, Musical, Ping, Pitch, Resonance, Resonant, Resonate, Ring, Safety, Shing, Sonorous, Sound, Stained, Tempered, Timbre, Tinkle, Tinkling, Tinted, Tonal, Tone, Window",玻璃,音乐性,"共鸣, 回声,铃,响声,音调,玻璃口琴,水晶碗",玻璃,音樂性,"共鳴, 迴聲,鈴,響聲,音調,玻璃口琴,水晶碗"
GORE,BLOOD,GOREBlood,GORE,"Artery, Bleed, Bleeding, Blood, Bloodborne, Bloodshed, Bloody, Cells, Circulatory, Clot, Coagulate, Drip, Flow, Globular, Gush, Hemoglobin, Hemorrhage, Ichor, Lifeblood, Plasma, Platelets, Red, Sanguine, Seep, Serum, Spray, Spurt, Transfusion, Vascular, White, Wound",血,血流,"滴,流,涌,喷,喷洒",血,血流,"滴,流,湧,噴,噴灑"
GORE,BONE,GOREBone,GORE,"Bone, Bonelike, Bonemeal, Boney, Bony, Break, Broken, Cartilages, Compound, Crunch, Femoral, Femur, Fracture, Gristle, Humerus, Jaw, Jawbone, Knuckle, Knucklebone, Ligament, Marrow, Rib, Shatter, Shinbone, Shinbones, Skeletal, Skeleton, Snap, Spinal, Spine, Tibia, Tooth",血,骨头,"骨头断裂,骨头断裂, 骨折,骨头粉碎,下巴咬合,下巴, 颌骨",血,骨頭,"骨頭斷裂,骨頭斷裂, 骨折,骨頭粉碎,下巴咬合,下巴, 頜骨"
GORE,BURN,GOREBurn,GORE,"Acid, Blistered, Brand, Burned, Cauterize, Cauterized, Char, Charred, Peeling, Scald, Scalds, Scorch, Scorched, Sear, Searing, Singe, Singed, Sizzle",血,燃烧,"嘶嘶声,烧灼,烙印",血,燃燒,"嘶嘶聲,燒灼,烙印"
GORE,FLESH,GOREFlsh,GORE,"Carcass, Carnal, Corpse, Corpses, Decaying, Flayed, Flaying, Flesh, Fleshiness, Fleshly, Fleshy, Gnaw, Gristle, Intestine, Meat, Muscle, Peel, Putrefying, Rend, Rip, Rotting, Sinew, Sinews, Sinewy, Skin, Skinless, Skinned, Skins, Tear, Tissue, Wound",血,血肉,"撕裂,剥皮,扯破,撕碎,内脏,血肉,伤口",血,血肉,"撕裂,剝皮,扯破,撕碎,內臟,血肉,傷口"
GORE,MISC,GOREMisc,GORE,"Beheadings, Bloodbaths, Carnage, Decapitations, Disembowelment, Dismemberment, Dismemberments, Gore, Gory, Graphic, Gruesome, Gruesomeness, Macabre, Miscellaneous, Mutilation, Offal, Remains, Scalpings, Slaughter, Viscera",血,其它,各种各样的,血,其它,各種各樣的
