Category,SubCategory,CatID,CatShort,Synonyms - Comma Separated,Category_zh,SubCategory_zh,Synonyms_zh,Category_tw,SubCategory_tw,Synonyms_tw,Category_ja,SubCategory_ja,Synonyms_ja
GLASS,BREAK,GLASBrk,GLAS,"glass break, smash, shatter",玻璃,打破,"玻璃破碎,压碎,粉碎",玻璃,打破,"玻璃破碎,壓碎,粉碎",ガラス,割れる、壊れる,"ガラスが割れる,粉々になる,砕ける"
GLASS,CRASH & DEBRIS,GLASCrsh,GLAS,"shard, fragment, crash, debris",玻璃,碎片,"碎片,碎裂,残骸",玻璃,碎片,"碎片,碎裂,殘骸",ガラス,破壊、瓦礫,"破片, 破片, 衝突, 破片"
GLASS,FRICTION,GLASFric,GLAS,"stress, scrape, creak, squeak, screech",玻璃,挤压,"挤碎,刮擦,嘎吱声, 尖锐",玻璃,擠壓,"擠碎,刮擦,嘎吱聲, 尖銳",ガラス,引っ掻く,"応力,擦過,きしみ,軋み,金切り声"
GLASS,HANDLE,GLASHndl,GLAS,"handle, grab, set, pickup, set down, toss, catch",玻璃,抓取,"触碰,抓握,放置,拾取,放下,投掷,接住",玻璃,抓取,"觸碰,抓握,放置,拾取,放下,投擲,接住",ガラス,めくる、持つ,"ハンドル,グラブ,セット,ピックアップ,セットダウン,トス,キャッチ"
GLASS,IMPACT,GLASImpt,GLAS,"hit, drop, impact, clink",玻璃,打击,"撞击,掉落,冲撞,碰击",玻璃,打擊,"撞擊,掉落,衝撞,碰擊",ガラス,インパクト、打撃,"打つ,落とす,ぶつける,鳴らす"
GLASS,MISC,GLASMisc,GLAS,miscellaneous,玻璃,其它,各种各样的,玻璃,其它,各種各樣的,ガラス,その他,雑多な
GLASS,MOVEMENT,GLASMvmt,GLAS,"rattle, roll, ping, clatter",玻璃,移动,"嘎嘎声,滚动声,砰砰声,咔嗒声",玻璃,移動,"嘎嘎聲,滾動聲,砰砰聲,咔嗒聲",ガラス,動かす、運ぶ,"ガラガラ,コロコロ,ピンポン,ガチャガチャ"
GLASS,TONAL,GLASTonl,GLAS,"resonate, ring, tonal, glass harmonica, crystal bowl",玻璃,音乐性,"共鸣, 回声,铃,响声,音调,玻璃口琴,水晶碗",玻璃,音樂性,"共鳴, 迴聲,鈴,響聲,音調,玻璃口琴,水晶碗",ガラス,グラスサウンド,"共鳴する, 鳴る, 音色, ガラスハーモニカ, クリスタルボウル"
GORE,BLOOD,GOREBlood,GORE,"drip, flow, gush, spurt, spray",血,血流,"滴,流,涌,喷,喷洒",血,血流,"滴,流,湧,噴,噴灑",残虐シーン,血,"滴る, 流れる, 噴出する, 噴霧する"
GORE,BONE,GOREBone,GORE,"bone snap, bone break, bone shatter, jaw snap, jaws",血,骨头,"骨头断裂,骨头断裂, 骨折,骨头粉碎,下巴咬合,下巴, 颌骨",血,骨頭,"骨頭斷裂,骨頭斷裂, 骨折,骨頭粉碎,下巴咬合,下巴, 頜骨",残虐シーン,骨が砕ける,"骨が折れる,骨が砕ける,顎が折れる,顎が鳴る"
GORE,BURN,GOREBurn,GORE,"sizzle, cauterize, seer, brand",血,燃烧,"嘶嘶声,烧灼,烙印",血,燃燒,"嘶嘶聲,燒灼,烙印",残虐シーン,焼く,"焼く,焼く,焼く,焼く,焼く"
GORE,FLESH,GOREFlsh,GORE,"rip, peel, tear, rend, intestine, meat, wound",血,血肉,"撕裂,剥皮,扯破,撕碎,内脏,血肉,伤口",血,血肉,"撕裂,剝皮,扯破,撕碎,內臟,血肉,傷口",残虐シーン,生,"裂く,剥ぐ,裂く,裂く,腸,肉,傷口"
GORE,MISC,GOREMisc,GORE,miscellaneous,血,其它,各种各样的,血,其它,各種各樣的,残虐シーン,その他,雑多な
GORE,OOZE,GOREOoze,GORE,"ooze, slime, flow, gelatin",血,渗血,"血流,粘液, 血液,流动,胶原蛋白/水解胶原蛋白",血,滲血,"血流,粘液, 血液,流動,膠原蛋白/水解膠原蛋白",残虐シーン,にじみ出る,"にじみ出る, スライム, 流れる, ゼラチン"
GORE,SOURCE,GORESrce,GORE,"goosh, squish, goop, slime, ooze, glop, organ, intestine, juicy, goo, splat, ooze, rip, peel, stab, tear, rend, intestine, meat, wound, slice, impale, juicy, splat",血,原始录音,"咕噜,挤压,粘液,粘液,渗出,黏糊,器官,肠子,多汁,粘液,啪嗒,飞溅,渗出,撕裂,剥皮,刺伤,撕裂,撕裂,肠,肉,伤口,切片,穿刺,多汁",血,原始錄音,"咕嚕,擠壓,粘液,粘液,滲出,黏糊,器官,腸子,多汁,粘液,啪嗒,飛濺,滲出,撕裂,剝皮,刺傷,撕裂,撕裂,腸,肉,傷口,切片,穿刺,多汁",残虐シーン,イメージ音,"グシュ,スクイッシュ,グープ,スライム,にじみ,内臓,腸,ジューシー,グー,スプラット,にじみ,裂く,剥がす,刺す,裂く,裂く,腸,肉,傷,スライス,インペイル,ジューシー,スプラット"
GORE,SPLAT,GORESplt,GORE,"goosh, squish, goop, slime, ooze, glop, organ, intestine, juicy, goo, splat",血,洒溅,"压扁,粘液,渗血,器官,肠子,多汁",血,灑濺,"壓扁,粘液,滲血,器官,腸子,多汁",残虐シーン,飛び散る,"グーシュ,スクイッシュ,グープ,スライム,ウーズ,グロップ,器官,腸,ジューシー,グー,スプラット"
GORE,SQUISH,GORESqsh,GORE,"squish, flesh, organ, goosh, intestine, juicy, splat",血,血浆,"挤压,肉,器官,粘液,肠,多汁,飞溅",血,血漿,"擠壓,肉,器官,粘液,腸,多汁,飛濺",残虐シーン,潰れる,"グシャグシャ,肉,臓器,グシャグシャ,腸,ジューシー,スプラット"
GORE,STAB,GOREStab,GORE,"slice, impale, stab, cut, vorpal, dismember",血,捅,"切片,刺穿,刺伤,切割,斩断,肢解",血,捅,"切片,刺穿,刺傷,切割,斬斷,肢解",残虐シーン,刺す,"切り裂く,突き刺す,切る,抉り取る,バラバラにする"
GUNS,ANTIQUE,GUNAntq,GUN,"muzzleloader, musket, black powder, flintlock, longrifle, fire lance",枪炮,古董枪,"枪口装填器,步枪,黑火药,燧发枪,长步枪,火枪",槍砲,古董槍,"槍口裝填器,步槍,黑火藥,燧發槍,長步槍,火槍",銃,アンティーク、旧式,"銃口,マスケット,黒色火薬,フリントロック,ロングライフル,火槍"
GUNS,ARTILLERY,GUNArtl,GUN,"howitzer, anti-aircraft gun, missile launcher, bazooka, mortar, rocket, naval",枪炮,火炮,"榴弹炮, 高射炮, 导弹发射器, 火箭筒, 迫击炮, 火箭",槍砲,火砲,"榴彈砲, 高射砲, 導彈發射器, 火箭筒, 迫擊砲, 火箭",銃,砲兵,"榴弾砲,対空砲,ミサイルランチャー,バズーカ,迫撃砲,ロケット砲,艦艇"
GUNS,AUTOMATIC,GUNAuto,GUN,"ak-47, m16, machine gun, tommy gun, uzi, m249, M1919, gatling gun, minigun, ",枪炮,自动化武器,"ak-47, m16, 机枪, 汤米枪, uzi, m249, M1919, 加特林机枪",槍砲,自動化武器,"ak-47, m16, 機槍, 湯米槍, uzi, m249, M1919, 加特林機槍",銃,オートマチック,"AK-47,M16,マシンガン,トミーガン,UZI,M249,M1919,ガトリングガン,ミニガン。"
GUNS,CANNON,GUNCano,GUN,"blunderbuss, handcannon, cannon, black powder",枪炮,加农炮,"大炮, 手炮, 黑火药",槍砲,加農炮,"大砲, 手炮, 黑火藥",銃,キャノン砲,"雷管,ハンドキャノン,大砲,黒色火薬"
GUNS,HANDLE,GUNHndl,GUN,"holster, gun, gun grab, gun catch, gun drop, gun load",枪支,操作,"枪套,枪,抢枪,擦枪,枪掉落,装弹",槍支,操作,"槍套,槍,搶槍,擦槍,槍掉落,裝彈",銃,めくる、持つ,"ホルスター,銃,ガングラブ,ガンキャッチ,ガンドロップ,ガンロード"
GUNS,HITECH,GUNTech,GUN,"rail gun, spy gun",枪炮,高科技,"轨道炮,间谍枪",槍砲,高科技,"軌道炮,間諜槍",銃,ハイテク,"レールガン,スパイガン"
GUNS,MECHANISM,GUNMech,GUN,"clip, cocking, gun rattle, bolt slide, magazine, bullet loading, gun cock",枪炮,机枪,"弹夹,击发,枪声,螺栓, 枪栓,换弹,装载",槍砲,機槍,"彈夾,擊發,槍聲,螺栓, 槍栓,換彈,裝載",銃,メカニカル音,"クリップ,コッキング,銃のガラガラ,ボルトスライド,マガジン,弾丸充填,銃のコック"
GUNS,MISC,GUNMisc,GUN,"flare gun, air gun, paintball gun",枪炮,其它,"信号枪,气枪,彩弹枪",槍砲,其它,"信號槍,氣槍,彩彈槍",銃,その他,"フレアガン,エアガン,ペイントボールガン"
GUNS,PISTOL,GUNPis,GUN,"9mm, pistol, revolver, glock, handgun, colt, smith & wesson, sig sauer, luger, walther ppk, browning, ruger, beretta",枪炮,手枪,"9 毫米手枪,手枪,左轮手枪,格洛克手枪,柯尔特左轮手枪,鲁格,布朗宁自动步枪,贝雷塔手枪",槍砲,手槍,"9 毫米手槍,手槍,左輪手槍,格洛克手槍,柯爾特左輪手槍,魯格,布朗寧自動步槍,貝雷塔手槍",銃,ピストル,"9mm,ピストル,リボルバー,グロック,ハンドガン,コルト,スミス＆ウェッソン,シグソー,ルガー,ワルサーPPK,ブローニング,ルガー,ベレッタ"
GUNS,RIFLE,GUNRif,GUN,"rifle, mauser, casull, arisaka, luger, carbine, powell, sniper, hunting, semi-automatic",枪炮,步枪,"步枪,毛瑟枪,阿里萨卡步枪,卡宾枪,狙击手,狩猎,半自动",槍砲,步槍,"步槍,毛瑟槍,阿里薩卡步槍,卡賓槍,狙擊手,狩獵,半自動",銃,ライフル,"ライフル,マウザー,カズール,アリサカ,ルガー,カービン,パウエル,スナイパー,ハンティング,セミオートマチック"
GUNS,SHOTGUN,GUNShotg,GUN,"shotgun, double barrel, mossberg, winchester, coach gun",枪炮,霰弹枪,"霰弹枪,双枪管,温彻斯特,马车枪",槍砲,霰彈槍,"霰彈槍,雙槍管,溫徹斯特,馬車槍",銃,ショットガン,"散弾銃,ダブルバレル,モスバーガー,ウィンチェスタ,コーチガン"
GUNS,SUPPRESSED,GUNSupr,GUN,"silenced, silencer",枪炮,消音枪,消音器,槍砲,消音槍,消音器,銃,サイレンサー,"サイレンサー,サイレンサー"
HORNS,AIR POWERED,HORNAir,HORN,"fog horn, air horn, factory horn",号角,气压式,"雾喇叭,气喇叭,工厂喇叭",號角,氣壓式,"霧喇叭,氣喇叭,工廠喇叭",ホーン、ラッパ,エアホーン,"フォグホーン,エアホーン,ファクトリーホーン"
HORNS,CELEBRATION,HORNCele,HORN,"party horn, vuvuzela",号角,欢庆用,"派对号角,单音喇叭",號角,歡慶用,"派對號角,單音喇叭",ホーン、ラッパ,パーティー,"パーティーホーン,ブブゼラ"
HORNS,MISC,HORNMisc,HORN,"hunting call, elk call, duck call, fox bugle",号角,其它,"打猎叫,麋鹿叫,鸭叫,狐狸号角",號角,其它,"打獵叫,麋鹿叫,鴨叫,狐狸號角",ホーン、ラッパ,その他,"ハンティングコール,ヘラジカコール,アヒルコール,キツネラッパ"
HORNS,TRADITIONAL,HORNTrad,HORN,"shofar, conch, conch shell, battle horn, alphorn, alpine horn, alpenhorn",号角,传统,"羊角号,海螺,海螺壳,战斗号角,高山号,高山号角,阿尔卑斯号角",號角,傳統,"羊角號,海螺,海螺殼,戰鬥號角,高山號,高山號角,阿爾卑斯號角",ホーン、ラッパ,伝統的,"ショファー,法螺貝,法螺貝,バトルホーン,アルプホルン,アルペンホルン,アルペンホルン"
HUMAN,BLOW,HMNBlow,HMN,"blow, exhale",人,吹,"吐气,呼气",人,吹,"吐氣,呼氣",人間,吹く,"吹く, 吐く"
HUMAN,BREATH,HMNBrth,HMN,"breath, sigh, inhale, exhale, gasp, pant, wheeze, huff, heave, whoop, respiration, inhalation, exhalation",人,呼吸,"叹息,喘气,喘气,喘息, 喘鸣声,呼气,咳喘,喊叫,呼吸,吸气,呼气",人,呼吸,"嘆息,喘氣,喘氣,喘息, 喘鳴聲,呼氣,咳喘,喊叫,呼吸,吸氣,呼氣",人間,息、呼吸,"息,ため息,吸い込み,吐き出し,あえぎ,喘ぎ,ふー,ヒーブ,フープ,呼吸,吸気,呼気"
HUMAN,BURP,HMNBurp,HMN,"burp, belch, hiccup",人,打嗝,"打嗝,嗳气",人,打嗝,"打嗝,噯氣",人間,げっぷ,"げっぷ,腹鳴らし,しゃっくり"
HUMAN,COUGH,HMNCough,HMN,"hack, ahem, hoarse, clear throat",人,咳嗽,"咳嗽,嘶哑,清嗓子",人,咳嗽,"咳嗽,嘶啞,清嗓子",人間,咳,"ハック,エヘン,嗄れ声,クリアスノート"
HUMAN,HEARTBEAT,HMNHart,HMN,"palpitation, bumbum",人,心跳,"心悸,手脚麻木",人,心跳,"心悸,手腳麻木",人間,鼓動、拍動,"動悸,腰痛"
HUMAN,KISS,HMNKiss,HMN,"smooch, peck",人,接吻,"亲吻,啄食, 轻吻",人,接吻,"親吻,啄食, 輕吻",人間,キス,"スモーチ, ペック"
HUMAN,MISC,HMNMisc,HMN,miscellaneous,人,其它,各种各样的,人,其它,各種各樣的,人間,その他,雑多なこと
HUMAN,PEE,HMNPee,HMN,"peeing, urinating, pee, urinate, tinkle, wizz",人,尿,"尿尿,小便,尿,撒尿,小解",人,尿,"尿尿,小便,尿,撒尿,小解",人間,おしっこ,"おしっこ,排尿,おしっこ,排尿,ティンクル,ウィズ"
HUMAN,SKIN,HMNSkin,HMN,"rubbing, scratching, skin, itch, slap, hand grab, handshake, caress, rub, backrub",人,皮肤,"揉,抓,皮肤,痒,拍,手抓,握手,抚摸,摩擦,挠背",人,皮膚,"揉,抓,皮膚,癢,拍,手抓,握手,撫摸,摩擦,撓背",人間,肌,"こする,ひっかく,皮膚,かゆみ,平手打ち,手づかみ,握手,愛撫,こする,背中をさする"
HUMAN,SNEEZE,HMNSneez,HMN,"sneeze, ah-choo",人,打喷嚏,"打喷嚏,阿嚏",人,打噴嚏,"打噴嚏,阿嚏",人間,くしゃみ,"くしゃみ, あーん"
HUMAN,SNIFF,HMNSniff,HMN,"sniff, sniffing, smell, sniffle",人,闻,"嗅,嗅探,闻,吸鼻子",人,聞,"嗅,嗅探,聞,吸鼻子",人間,嗅ぐ,"鼻をかむ,においをかぐ,鼻をかむ"
HUMAN,SNORE,HMNSnor,HMN,"snore, zzz, congested, heavy breathing, apnea",人,打鼾,"打呼噜,zzz,鼻塞,呼吸急促,窒息,打鼾",人,打鼾,"打呼嚕,zzz,鼻塞,呼吸急促,窒息,打鼾",人間,いびき,"いびき, zzz, 鼻づまり, 呼吸困難, 無呼吸症候群"
HUMAN,SPIT,HMNSpit,HMN,"spit, hock, spew, spittoon, drool",人,吐,"吐痰,吐出,痰盂,流口水",人,吐,"吐痰,吐出,痰盂,流口水",人間,吐く,"唾を吐く,ホックする,吐き出す,唾液,よだれ"
HUMAN,VOMIT,HMNVomit,HMN,"vomit, puke, upchuck, expunge, heave, gag, retch, hurl, spew, seasick",人,呕吐,"呕吐,吐出,呕吐物,反胃,恶心,作呕,干呕,喷出,晕船,晕车",人,嘔吐,"嘔吐,吐出,嘔吐物,反胃,噁心,作嘔,乾嘔,噴出,暈船,暈車",人間,吐く,"吐く, 嘔吐, アップチャック, 排出, ヒーブ, ゲップ, レッチ, ハール, 噴出, 船酔い"
ICE,BREAK,ICEBrk,ICE,"break, crack, rips, shatter, crunch",冰,打碎,"裂开,碎裂,撕裂,粉碎,嘎吱",冰,打碎,"裂開,碎裂,撕裂,粉碎,嘎吱",氷,割る,"壊れる,割れる,裂ける,砕ける,砕ける"
ICE,CRASH & DEBRIS,ICECrsh,ICE,"crash, fall, debris",冰,碎片,"粉碎,摔碎,碎片,碎块",冰,碎片,"粉碎,摔碎,碎片,碎塊",氷,砕く、砕ける,"クラッシュ,フォール,デブリ"
ICE,FRICTION,ICEFric,ICE,"stress, scrape, creak, squeak, screech",冰,挤压,"挤压,刮擦,嘎吱声,吱吱声,尖锐声",冰,擠壓,"擠壓,刮擦,嘎吱聲,吱吱聲,尖銳聲",氷,鳴る、響く,"ストレス,擦り傷,きしみ,軋み,金切り声"
ICE,HANDLE,ICEHndl,ICE,"handle, grab, set, pickup, set down, toss, catch",冰,抓取,"拿,抓,放置,捡起,放下,扔,接",冰,抓取,"拿,抓,放置,撿起,放下,扔,接",氷,めくる、持つ,"ハンドル,グラブ,セット,ピックアップ,セットダウン,トス,キャッチ"
ICE,IMPACT,ICEImpt,ICE,"hit, drop, impact, crash, clunk, clang, clink, chop",冰,打击,"击中,掉落,撞击,击碎,敲打,咣当,叮当声,砍",冰,打擊,"擊中,掉落,撞擊,擊碎,敲打,咣當,叮噹聲,砍",氷,インパクト、打撃,"ぶつかる,落ちる,衝撃,衝突,ガチャン,ガチャン,カチン,チョップ"
ICE,MISC,ICEMisc,ICE,miscellaneous,冰,其它,各种各样的,冰,其它,各種各樣的,氷,その他,雑多
ICE,MOVEMENT,ICEMvmt,ICE,"drag, roll, rattle, shake",冰,移动,"拖动,滚动,晃动,摇晃",冰,移動,"拖動,滾動,晃動,搖晃",氷,滑る、動く,"引きずる, 転がす, ガラガラさせる, 揺する"
ICE,TONAL,ICETonl,ICE,"bow, ring, shing",冰,音乐性,"弓,回响,余音",冰,音樂性,"弓,迴響,餘音",氷,氷の音階,"弓,リング,シン"
LASERS,BEAM,LASRBeam,LASR,"beam, gamma, ray",激光,光束,"光束,伽马,射线",激光,光束,"光束,伽馬,射線",レーザー,ビーム,"ビーム,ガンマ線,光線"
LASERS,GUN,LASRGun,LASR,"plasma weapon, blaster, laser cannon",激光,武器,"等离子武器,冲击波,激光炮",激光,武器,"等離子武器,衝擊波,激光炮",レーザー,銃、ガン,"プラズマ兵器,ブラスター,レーザーキャノン"
LASERS,IMPACT,LASRImpt,LASR,"laser, blaster, impact, hit, sizzle",激光,打击,"激光,冲击波,冲击,打击,嘶嘶声",激光,打擊,"激光,衝擊波,衝擊,打擊,嘶嘶聲",レーザー,インパクト、打撃,"レーザー,ブラスター,インパクト,ヒット,シズル感"
LASERS,MISC,LASRMisc,LASR,miscellaneous,激光,其它,各种各样的,激光,其它,各種各樣的,レーザー,その他,雑多な
LEATHER,CREAK,LETHRCreak,LETHR,"creak, stress, tension",皮革,嘎吱,"吱吱声,嘎吱声,挤压,紧绷",皮革,嘎吱,"吱吱聲,嘎吱聲,擠壓,緊繃",革,きしむ音、キーキー,"きしむ, ストレス, 緊張"
LEATHER,HANDLE,LETHRHndl,LETHR,"handle, grab, set, pickup, set down, toss, catch",皮革,抓取,"拿,抓,放置,捡起,放下,扔,接",皮革,抓取,"拿,抓,放置,撿起,放下,扔,接",革,めくる、持つ,"ハンドル,つかむ,セット,ピックアップ,セットダウン,トス,キャッチ"
LEATHER,IMPACT,LETHRImpt,LETHR,"hit, impact, grab, thud, thump",皮革,打击,"击中,撞击,抓住,砰的一声,撞击声",皮革,打擊,"擊中,撞擊,抓住,砰的一聲,撞擊聲",革,インパクト、ぶつける,"ぶつかる, 衝撃, つかむ, ドスン, ドスン"
LEATHER,MISC,LETHRMisc,LETHR,miscellaneous,皮革,其它,各种各样的,皮革,其它,各種各樣的,革,その他,雑多
LEATHER,MOVEMENT,LETHRMvmt,LETHR,"flap, flop, rustle, mvmt, slide",皮革,移动,"扇动,抖动,沙沙声,移动,滑动",皮革,移動,"扇動,抖動,沙沙聲,移動,滑動",革,動作音、所作音,"はばたく, はたたく, さわる, すべる, すべる"
LIQUID & MUD,BUBBLES,LIQBubl,LIQ,"bubble, foam, pop, mud",液体与流体,气泡,"气泡,泡沫,砰的一声,泥",液體與流體,氣泡,"氣泡,泡沫,砰的一聲,泥",液体と泥,泡,"泡, 泡, 弾ける, 泥"
LIQUID & MUD,IMPACT,LIQImpt,LIQ,"splat, splatter, hit, impact, plop, kerplunk, plunk, mud",液体与流体,打击,"滴落,飞溅,击中,撞击,扑通,噗通,砰砰,泥",液體與流體,打擊,"滴落,飛濺,擊中,撞擊,撲通,噗通,砰砰,泥",液体と泥,インパクト、打撃,"splat, splatter, ヒット, インパクト, plop, kerplunk, plunk, mud"
LIQUID & MUD,MISC,LIQMisc,LIQ,miscellaneous,液体与流体,其它,各种各样的,液體與流體,其它,各種各樣的,液体と泥,その他,雑多
LIQUID & MUD,MOVEMENT,LIQMvmt,LIQ,"ooze, slime, goo, mud",液体与流体,移动,"软泥,粘液,粘性物,泥",液體與流體,移動,"軟泥,粘液,粘性物,泥",液体と泥,動作音、動く,"にじみ出る, スライム, ベトベト, 泥"
LIQUID & MUD,SUCTION,LIQSuct,LIQ,"suction, slurp, glomp, plunger, mud",液体与流体,抽吸,"吸,啜食,咕噜声,活塞,皮搋,泥浆",液體與流體,抽吸,"吸,啜食,咕嚕聲,活塞,皮搋,泥漿",液体と泥,吸う、吸引,"吸引, スラリープ, グロンプ, プランジャー, 泥"
MACHINES,AMUSEMENT,MACHAmus,MACH,"rollercoaster, merry-go-round, scrambler, tilt-a-whirl, kiddy ride, theme park ride, pinball, skeeball",机器,游乐,"过山车,旋转木马,爬梯,旋转椅,儿童骑行,主题公园小火车,弹球,滚球",機器,遊樂,"過山車,旋轉木馬,爬梯,旋轉椅,兒童騎行,主題公園小火車,彈球,滾球",機械,アミューズメント,"ジェットコースター,メリーゴーランド,スクランブラー,ティルタワー,子供用乗り物,テーマパークの乗り物,ピンボール,スキボール"
MACHINES,ANTIQUE,MACHAntq,MACH,"printing press, sewing machine, olive press, butter churn",机器,老式,"印刷机,缝纫机,橄榄压榨机,黄油搅拌机",機器,老式,"印刷機,縫紉機,橄欖壓榨機,黃油攪拌機",機械,アンティーク、旧式,"印刷機,ミシン,オリーブ絞り機,バター撹拌機"
MACHINES,APPLIANCE,MACHAppl,MACH,"oven, fridge, refrigerator, blender, food processor, hair dryer, ice maker, washing machine, dryer, iron, coffee maker, dishwasher, electric can opener, garbage disposal, humidifier, dehumidifier, sewing machine, toaster, waffle maker, griddle, hot plate",机器,家电,"烤箱,冰柜,冰箱,搅拌机,食物料理机,吹风机,制冰机,洗衣机,烘干机,熨斗,咖啡机,洗碗机,电动开罐器,垃圾处理机,加湿器,除湿机,缝纫机,烤面包机,华夫饼机,煎锅,烤盘",機器,家電,"烤箱,冰櫃,冰箱,攪拌機,食物料理機,吹風機,製冰機,洗衣機,烘乾機,熨斗,咖啡機,洗碗機,電動開罐器,垃圾處理機,加濕器,除濕機,縫紉機,烤麵包機,華夫餅機,煎鍋,烤盤",機械,装置、設備,"オーブン,冷蔵庫,ミキサー,フードプロセッサー,ヘアドライヤー,製氷機,洗濯機,乾燥機,アイロン,コーヒーメーカー,食器洗い機,電動缶切り,ディスポーザー,加湿器,除湿器,ミシン,トースター,ワッフルメーカー,グリドル,ホットプレート"
MACHINES,CONSTRUCTION,MACHCnst,MACH,"crane, cement mixer, wood chipper",机器,施工,"起重机,水泥搅拌机,碎木机",機器,施工,"起重機,水泥攪拌機,碎木機",機械,建設用機械、重機,"クレーン,セメントミキサー,木材粉砕機"
MACHINES,ELEVATOR,MACHElev,MACH,"paternoster, freight elevator, passenger elevator, lift",机器,电梯,"帕特诺斯特,货运电梯,乘客电梯,电梯",機器,電梯,"帕特諾斯特,貨運電梯,乘客電梯,電梯",機械,エレベーター,"ペイターノスター,貨物用エレベーター,乗用エレベーター,リフト"
MACHINES,ESCALATOR,MACHEscl,MACH,"travelator, moving walkway",机器,自动扶梯,"传送带,自动人行道",機器,自動扶梯,"傳送帶,自動人行道",機械,エスカレーター,"トラベレータ,動く歩道"
MACHINES,FAN,MACHFan,MACH,"fan, ceiling fan, box fan, industrial fan, bladeless fan",机器,风扇,"风扇,吊扇,箱式风扇,工业风扇,无叶风扇",機器,風扇,"風扇,吊扇,箱式風扇,工業風扇,無葉風扇",機械,ファン,"扇風機,シーリングファン,ボックスファン,工業用扇風機,羽根のない扇風機"
MACHINES,GARDEN,MACHGrdn,MACH,"lawnmower, weedwhacker, edger, chainsaw, trimmer, polesaw, mulcher, cultivator",机器,花园,"割草机,除草机,磨边机,锯子,修剪机,杆链锯,覆盖机,耕种机",機器,花園,"割草機,除草機,磨邊機,鋸子,修剪機,桿鏈鋸,覆蓋機,耕種機",機械,庭,"芝刈り機,草刈機,エッジャー,チェーンソー,トリマー,ポールソー,マルチャー,耕運機"
MACHINES,GYM,MACHGym,MACH,"treadmill, eliptical, rowing machine, exercise bike, stationary bike, nordictrack, stair climber.",机器,健身房,"跑步机,踏步机,划船机,健身自行车,健身脚踏车,诺迪克跑步机,踏步台阶机。",機器,健身房,"跑步機,踏步機,划船機,健身自行車,健身腳踏車,諾迪克跑步機,踏步台階機。",機械,ジム,"トレッドミル,エリプティカル,ローイングマシン,エクササイズバイク,ステーショナリーバイク,ノルディクトラック,ステアクライマー"
MACHINES,HITECH,MACHTech,MACH,"gadget, digital, handheld",机器,高科技,"小工具,数码,手持",機器,高科技,"小工具,數碼,手持",機械,ハイテク,"ガジェット,デジタル,ハンドヘルド"
MACHINES,HVAC,MACHHvac,MACH,"aircon, air conditioning, heating.",机器,空调,"空调,冷风机,暖气。",機器,空調,"空調,冷風機,暖氣。",機械,空調機,"エアコン,冷房,暖房"
MACHINES,INDUSTRIAL,MACHInd,MACH,"hydraulic press, assembly line, distillery, punch press, form press+F437:F450",机器,工业,"液压机,装配线,流水线,酿酒厂,蒸馏机,冲床,压力机",機器,工業,"液壓機,裝配線,流水線,釀酒廠,蒸餾機,沖床,壓力機",機械,工業、産業,"油圧プレス,組立ライン,蒸留所,パンチプレス,フォームプレス+F437:F450"
MACHINES,MECHANISM,MACHMech,MACH,"puzzle box, rube goldberg, gizmo",机器,装置,"拼图盒,谜盒,谜箱,鲁布·戈德堡,小玩意",機器,裝置,"拼圖盒,謎盒,謎箱,魯布·戈德堡,小玩意",機械,メカニズム,"パズルボックス,ルーブ?ゴールドバーグ,ギズモ"
MACHINES,MEDICAL,MACHMed,MACH,"x-ray machines, mri, cat scan, pet scan, blood pressure machine, lab test machine, centrifuge, ventilator, defibrillator",机器,医疗,"X 光机,核磁共振,CT机,照影机,血压仪,实验室测试机,离心机,呼吸机,除颤器",機器,醫療,"X 光機,核磁共振,CT機,照影機,血壓儀,實驗室測試機,離心機,呼吸機,除顫器",機械,医療,"X線装置,MRI,キャットスキャン,ペットスキャン,血圧測定器,臨床検査機器,遠心分離機,人工呼吸器,除細動器"
MACHINES,MISC,MACHMisc,MACH,miscellaneous,机器,其它,各种各样的,機器,其它,各種各樣的,機械,その他,雑多なもの
MACHINES,OFFICE,MACHOffc,MACH,"fax machine, facsimile machine, telefax, copy machine, printer, shredder, xerox, photocopier, mimeograph, laser printer, inkjet, paper shredder, plotter",机器,办公设备,"传真机,传真电话,电报,复印机,打印机,碎纸机,施乐,影印机,油印机,激光打印机,喷墨打印机,粉碎机,绘图仪",機器,辦公設備,"傳真機,傳真電話,電報,複印機,打印機,碎紙機,施樂,影印機,油印機,激光打印機,噴墨打印機,粉碎機,繪圖儀",機械,オフィス,"ファックス,ファクシミリ,テレファックス,コピー機,プリンタ,シュレッダー,ゼロックス,コピー機,謄写版,レーザープリンタ,インクジェット,シュレッダー,プロッター"
MACHINES,PUMP,MACHPump,MACH,"water pump, sump pump, compressor, air compressor",机器,泵,"水泵,污水泵,压缩机,空气压缩机",機器,泵,"水泵,污水泵,壓縮機,空氣壓縮機",機械,ポンプ,"水ポンプ,排水ポンプ,コンプレッサー,エアーコンプレッサー"
MAGIC,ANGELIC,MAGAngl,MAG,"holy, celestial, ethereal, divine, spiritual, beatific, righteous, saintly",魔法,天使,"神圣的,天上的,空灵的,神的,精神的,祝福的,正义的,圣洁的",魔法,天使,"神聖的,天上的,空靈的,神的,精神的,祝福的,正義的,聖潔的",魔法,天使,"聖なる,天空の,エーテル状の,神聖な,霊的な,神聖な,正義の,聖人のような"
